Ranking;Razão Social;Faturamento (R$);% Participação;% Acumulado;Classe;Cidade;UF;CNPJ;Telefone;E-mail;Vendedor
11162;H. P. DE FIGUEIREDO;;;;;COSMOPOLIS;SP;22549641000132;1938721300;amaralcontabil@cosmonet.com.br;
11163;GERALDO FERREIRA DA CRUZ;;;;;COSMOPOLIS;SP;23456861000184;1998885940;gerafcruz@hotmail.com;
11164;CER CONSULTORIA E TREINAMENTO LTDA;;;;;COSMOPOLIS;SP;27841882000174;1938121290;edilson.soares.ribeiro@gmail.com;
11165;RICARDO SACHETTI;;;;;COSMOPOLIS;SP;28932844000190;1938721300;contato@amaralepires.com.br;
11166;ACER CONSULTORIA E TREINAMENTO LTDA;;;;;COSMOPOLIS;SP;32987234000160;1981904193;edilson.soares.ribeiro@gmail.com;
11167;SETE ENGENHARIA E PROJETOS LTDA;;;;;COSMOPOLIS;SP;33796702000182;1997579828;setearq.eng@gmail.com;
11168;SERGIO SOUZA DIAS DO NASCIMENTO;;;;;COSMOPOLIS;SP;34230934000131;1938721300;contato@amaralepires.com.br;
11169;CF DOIS CONSULTORES ASSOCIADOS SOCIEDADE SIMPLES LTDA;;;;;COTIA;SP;01144381000145;1163498913;rfacundini@hotmail.com;
11170;VERSATHYKA ENGENHARIA E COMERCIO LTDA;;;;;COTIA;SP;02393663000149;1141959429;contabilidade@caroly.com.br;
11171;COLLANGE & COLLANGE CONSULTORIA DE ENGENHARIA ELETRICA LTDA;;;;;COTIA;SP;04170724000134;1138345689;expresss@brturbo.com.br;
11172;FLORESTATIVA SOLUCOES AMBIENTAIS LTDA S/S;;;;;COTIA;SP;12308708000193;1142434398;atendimento@florestativa.com.br;
11173;J MARTINS CONSULTORIA EM ENGENHARIA LTDA;;;;;COTIA;SP;12561060000162;1170274793;jmartins661@gmail.com;
11174;MINERVA - SERVICOS TECNICOS ESPECIALIZADOS EM ENGENHARIA LTDA;;;;;COTIA;SP;14913389000170;1146121267;walter.ponge@terra.com.br;
11175;HELIO BRIZOLA  JUNIOR;;;;;COTIA;SP;17625075000160;1146163004;rodrigo@omegaempresarial.com.br;
11176;SAGRES CONSULTORIA NAVAL LTDA;;;;;COTIA;SP;21102904000106;1191715428;masagao@sagresnaval.com.br;
11177;P P S GIORDANO ENGENHARIA;;;;;COTIA;SP;22143546000134;1161425924;pedro_zaapa@hotmail.com;
11178;ENGEFIT SOLUCOES EM ENGENHARIA LTDA;;;;;COTIA;SP;27544335000127;1147023285;pocortese@hotmail.com;
11179;PAULO MESQUITA DE OLIVEIRA ENGENHARIA;;;;;COTIA;SP;28172975000116;2182807473;paulmesquita@gmail.com;
11180;RONALD HARRY SPITZKOPF;;;;;COTIA;SP;28858998000189;1192225396;ronald@passarelli.com.br;
11181;LEANDRO X DA SILVA ENGENHARIA;;;;;COTIA;SP;31557164000148;1196546233;andreia.s.contabil@gmail.com;
11182;PEDRO HENRIQUE GRIZONI DE CERQUEIRA-ENGENHARIA CIVIL;;;;;COTIA;SP;34505860000107;1143152723;phenrique@p4engenharia.com.br;
11183;DLEON SILVA DA ROCHA CONSULTORIA E PROJETOS;;;;;COTIA;SP;35074795000167;1175726998;eng.dleon@gmail.com;
11184;VALCOM CONSULTORIA AMBIENTAL LTDA;;;;;COTIA;SP;37352766000145;1196440619;valterabatista@gmail.com;
11185;EDNER ENGENHARIA E CONSULTORIA LTDA;;;;;DESCALVADO;SP;05554585000105;1935832985;otacil@linkway.com.br;
11186;GRV PROJETOS E INSTALACOES S/S LTDA;;;;;DIADEMA;SP;01066057000156;1140564977;grv@grvprojetos.com.br;
11187;TEC-B SERVICOS DE APOIO AS EMPRESAS LTDA;;;;;DIADEMA;SP;26333448000110;1120619145;contabilimperial@upiranga.com;
11188;MODENA ENGENHARIA E CONSTRUCAO S/S LTDA.;;;;;EMBU DAS ARTES;SP;31070943000114;1185797025;ramarquezi@yahoo.com.br;
11189;JORGE DE LUCAS JUNIOR;;;;;EMBU DAS ARTES;SP;31162017000179;1697418232;jorge.lucas-junior@unesp.br;
11190;LACCIO ENGENHARIA LTDA;;;;;EMBU DAS ARTES;SP;71738892000170;1147044106;contatec@uol.com.br;
11191;D' PAULA MARTINS ENGENHARIA LTDA;;;;;FERRAZ DE VASCONCELOS;SP;19941348000101;1120418640;antonio_alencar@uol.com.br;
11192;DOUGLAS SANTOS OLIVEIRA;;;;;FRANCISCO MORATO;SP;33808859000180;1174219170;eldacont@gmail.com;
11193;SIDNEY PIO DE ALMEIDA;;;;;FRANCO DA ROCHA;SP;33474561000181;1192501062;almeidapio@yahoo.com.br;
11194;ECO - ENGENHARIA E CONSULTORIA ELETRO-ELETRONICA E TECNOLOGIA DA INFORMACAO LTDA;;;;;GUARAREMA;SP;05915037000163;1146931230;contabilidade@jodolaimobiliaria.com.br;
11195;J T F ENGENHARIA E MANUTENCAO DE SISTEMAS ELETRICOS LTDA;;;;;GUARULHOS;SP;06021440000101;1120412242;antonio_alencar@uol.com.br;
11196;M.S. ENGENHARIA E CONSULTORIA LTDA;;;;;GUARULHOS;SP;06337193000157;1122299692;zabi@uol.com.br;
11197;ELIANA DE CASSIA GENARI MENDONCA;;;;;GUARULHOS;SP;09395050000190;1124410130;vlau@bfcontabilidade.com;
11198;RME SERVICOS TECNICOS LTDA;;;;;GUARULHOS;SP;09472156000140;1164085510;societaria@matrixcontabil.com.br;
11199;PASSARIN ENGENHARIA LTDA;;;;;GUARULHOS;SP;10347551000180;1178759383;cuch@superig.com.br;
11200;MUZZI & ROCCO ENGENHARIA LTDA;;;;;GUARULHOS;SP;15800850000141;1131015679;contato@magixcontabil.com.br;
11201;ARTUR AUGUSTO CAVEIRO JUNIOR;;;;;GUARULHOS;SP;17045019000157;1124411070;arturacj@globo.com;
11202;ESTATER ENGENHARIA LTDA;;;;;GUARULHOS;SP;17333759000199;1124834536;lucas@estaterengenharia.com.br;
11203;MARCELO ROCHA ENGENHARIA;;;;;GUARULHOS;SP;17789864000137;1142157211;rohll.negocios@uol.com.br;
11204;RC PALITOL ENGENHARIA LTDA;;;;;GUARULHOS;SP;20304902000129;1124559528;rcpalitol@rcpalitol.com.br;
11205;G & L CONSULTORIA E GESTAO DE SEGURANCA DO TRABALHO E MEIO AMBIENTE LTDA.;;;;;GUARULHOS;SP;21777659000129;1131774537;contato@presidentecontabil.com.br;
11206;SDA ENGENHARIA LTDA.;;;;;GUARULHOS;SP;25006377000189;1133119442;contato@sgassessoriaempresarial.com.br;
11207;SAMARA ENGENHARIA E CONSULTORIA SOCIEDADE SIMPLES;;;;;GUARULHOS;SP;27929341000100;1199130780;ale.samara@uol.com.br;
11208;ROBSON G MORAIS COMERCIO E SERVICOS DE ENGENHARIA;;;;;GUARULHOS;SP;30040685000160;1166303028;robsongmorais@terra.com.br;
11209;GEORGES SOUSA GARCIA;;;;;GUARULHOS;SP;30647850000147;1172242741;georges_garcia@terra.com.br;
11210;H S RIBEIRO ENGENHARIA CIVIL;;;;;GUARULHOS;SP;31339215000165;1180889213;riqueteles16@hotmail.com;
11211;B.G.F. DUCCINI ENGENHARIA;;;;;GUARULHOS;SP;32756963000106;1149626954;monica@limaesousa.com.br;
11212;R.G MADEIRA ENGENHARIA;;;;;GUARULHOS;SP;33010301000155;1132004485;eng.ricardo.madeira@gmail.com;
11213;PHI SERVICOS DE ENGENHARIA LTDA;;;;;GUARULHOS;SP;33041728000110;1199865316;pcgg.engenharia@gmail.com;
11214;THOMAS MICHEL DE PAULA CAMPOS;;;;;GUARULHOS;SP;35455804000160;1122222222;thomas@thomas.com.br;
11215;D. H DA ROCHA SERVICOS DE OBRAS E ENGENHARIA;;;;;GUARULHOS;SP;36261671000153;1124251150;lideradm@uol.com.br;
11216;VANESSA A  RIGHI DE OLIVEIRA ENGENHARIA;;;;;GUARULHOS;SP;36347880000114;1180691378;righierighi@engenhaira.com.br;
11217;CAROLINE MARIA GIAVERA COSTA;;;;;GUARULHOS;SP;36614438000107;1173386878;carolinegiavera@gmail.com;
11218;ENG SERVICE VISTORIAS E CONSULTORIAS  LTDA;;;;;GUARULHOS;SP;36748287000180;1199737050;eng.service@uol.com.br;
11219;AKISSIKIS POWER SERVICOS DE ENGENHARIA LTDA;;;;;GUARULHOS;SP;36940581000199;1182499229;eng.luisfernando.m.machado@gmail.com;
11220;ARCADA ENGENHARIA E ARQUITETURA LTDA;;;;;GUARULHOS;SP;37589491000168;1124760294;leandro.silva@mlsilvacontabilidade.com.br;
11221;FILITTO ENGENHARIA, CONSTRUCOES E COMERCIO LTDA.;;;;;GUARULHOS;SP;66181504000163;1125928632;sigmactb@terra.com.br;
11222;JORGE PITOL ENGENHARIA;;;;;HORTOLANDIA;SP;18696288000146;1932322399;pmpmarco@terra.com.br;
11223;WILSON ROCHA MENESES JUNIOR ENGENHARIA;;;;;HORTOLANDIA;SP;19397673000155;1932322399;pmpmarco@terra.com.br;
11224;DL PAV ENGENHARIA DE PAVIMENTOS LTDA.;;;;;HORTOLANDIA;SP;19862626000135;1938871698;osniferrari@terra.com.br;
11225;FLAVIO ANDRADE QUEIROZ GUIMARAES ENGENHARIA;;;;;HORTOLANDIA;SP;21057972000192;1932322399;pmpmarco@terra.com.br;
11226;JOAO AUGUSTO GOBATO ENGENHARIA;;;;;HORTOLANDIA;SP;25159065000105;1141553787;joao.gobato@yahoo.com;
11227;A. K. DE LIMA ENGENHARIA;;;;;HORTOLANDIA;SP;30129353000157;1982232179;algaka@gmail.com;
11228;M.R.T. LEMOS ENGENHARIA;;;;;HORTOLANDIA;SP;33254790000190;1997787277;mrtlemos@terra.com.br;
11229;D C COSTA ENGENHARIA;;;;;HORTOLANDIA;SP;33357739000104;1999773775;diego.dccb@gmail.com;
11230;B. P. DE CASTILHO CONSULTORIA EMPRESARIAL;;;;;HORTOLANDIA;SP;34200243000195;1992635080;jlcontabilidadefiscal@uol.com.br;
11231;SARAIVA ENGENHARIA LTDA;;;;;HORTOLANDIA;SP;35169678000187;1988083579;ivo.saraiva@hotmail.com;
11232;DECIO SIMON ENGENHARIA LTDA;;;;;HORTOLANDIA;SP;37096272000147;1996017459;decio.simon@gmail.com;
11233;FERNANDO DE MORI SERVICOS ELETRICOS;;;;;INDAIATUBA;SP;09658314000150;1997235523;fmoriengenharia@gmail.com;
11234;GIACOMINI & POLTRONIERI LTDA;;;;;INDAIATUBA;SP;10434206000183;1938754218;marcos@giacomini.eng.br;
11235;VR. - ENGENHARIA DE AVALIACOES E PERICIAS LTDA;;;;;INDAIATUBA;SP;10503846000106;1938352425;ilcapo05@hotmail.com;
11236;RMB ENGENHARIA - CONSULTORIA, PLANEJAMENTO E PARTICIPACOES LTDA;;;;;INDAIATUBA;SP;11654958000112;1199176209;jclaudio@sapaulista.com.br;
11237;TATIANA MOZELA;;;;;INDAIATUBA;SP;12249620000148;1938945282;atenas.contabil@terra.com.br;
11238;PISTONI ENGENHARIA LTDA;;;;;INDAIATUBA;SP;12305720000144;1932122013;fernando@pistoni.com.br;
11239;FABIO POLI ROSA DA CRUZ;;;;;INDAIATUBA;SP;21801504000180;1938257866;escritorioindaia@escritorioindaia.com.br;
11240;PORTES DE ALMEIDA -AVALIACOES E PERICIAS DE ENGENHARIA LTDA;;;;;INDAIATUBA;SP;22029668000102;1934551947;pires@contabilpires.com.br;
11241;JDF PROJETOS LTDA;;;;;INDAIATUBA;SP;22517575000119;1171999698;ddutra83@gmail.com;
11242;MARCIO GONZALEZ GROSSO;;;;;INDAIATUBA;SP;24052034000198;1933182312;engmarciogonzalez@gmail.com;
11243;ALR ENGENHARIA LTDA;;;;;INDAIATUBA;SP;24346028000143;1999921005;rafael.fantuci@gmail.com;
11244;CR CERONE CONSULTORIA EMPRESARIAL LTDA;;;;;INDAIATUBA;SP;25069749000116;1134765123;marcoscharlds@storckamaral.com.br;
11245;SERGIO ALEXANDRE FERRARETTO ENGENHARIA;;;;;INDAIATUBA;SP;27145687000100;1938356984;rodrigo.habitare@terra.com.br;
11246;MAXSUEL MOREIRA SILVA;;;;;INDAIATUBA;SP;29005827000170;1938348092;maxsuelmoreiras@gmail.com;
11247;A. F. NUNES ENGENHARIA;;;;;INDAIATUBA;SP;29765553000117;1925163771;alessandro1972@bol.com.br;
11248;INGENIUM SOLUCOES EM ENGENHARIA LTDA;;;;;INDAIATUBA;SP;31607739000190;1982755024;bruno@ingeniumsolucoes.com;
11249;M M A DOS SANTOS MEDICOES E CONSTRUCAO;;;;;INDAIATUBA;SP;33027248000103;1938166838;adriano.ucles@gmail.com;
11250;NICOLE FISCHER ARIETA CONSULTORIA;;;;;INDAIATUBA;SP;33552567000120;1982411667;consultoria@robleseassalim.com;
11251;LFDN SERVICOS DE  ENGENHARIA & CONSTRUCAO LTDA;;;;;INDAIATUBA;SP;34471802000100;1140132123;comercial.ldengenharia@gmail.com;
11252;L GONCALVES ENGENHARIA E SERVICOS LTDA;;;;;INDAIATUBA;SP;34559681000144;1938342471;societario@idataconsult.com.br;
11253;FERNANDO BARABAN GONCALVES;;;;;INDAIATUBA;SP;37244631000166;1993350005;fernandobaraban@yahoo.com.br;
11254;JT COLETTI JUNIOR ENGENHARIA;;;;;IPEUNA;SP;33177649000131;1681009182;tadeu.colettij@gmail.com;
11255;AGROVITAE ENGENHARIA LTDA;;;;;IRACEMAPOLIS;SP;19766643000179;1981867196;escritoriotiradentes@gmail.com;
11256;PAULO CESAR DEMARCHI - ENGENHARIA;;;;;IRACEMAPOLIS;SP;27023947000174;1934562039;paulo@iraplast.com.br;
11257;MARCIO R. X. BARTOLOMEI ENGENHARIA;;;;;ITAPEVI;SP;23147731000160;1138175413;marciorxb@gmail.com;
11258;RENOVEPLAN ENGENHARIA LTDA;;;;;ITAPEVI;SP;30612988000100;1136419091;conthsolucoes@terra.com.br;
11259;A&G CONSULTORIA E ENGENHARIA LTDA;;;;;ITAPEVI;SP;33415898000118;1163286724;monesiscontabilidade@gmail.com;
11260;KAUE GOES DE FRANCA ENGENHARIA;;;;;ITAPEVI;SP;36251832000128;1141425157;kaue.foc@hotmail.com;
11261;INNOVAR ENGENHARIA LTDA;;;;;ITAQUAQUECETUBA;SP;15554881000160;1149717877;fiscal@carocontabil.com.br;
11262;MARCO AURELIO RIBEIRO DAS CHAGAS;;;;;ITAQUAQUECETUBA;SP;35961858000105;1146477983;lucianotuxen@yahoo.com.br;
11263;FREDDY SAAVEDRA PINTO ENGENHARIA;;;;;ITATIBA;SP;08299909000102;1144871210;freddyengenharia@gmail.com;
11264;M. A. VICENTINI ENGENHARIA;;;;;ITATIBA;SP;12021263000166;1199837977;marco.vicentini@uol.com.br;
11265;GUAZZELLI SERVICOS DE ENGENHARIA LTDA;;;;;ITATIBA;SP;12131828000168;1195245966;msguazzelli@bol.com.br;
11266;FERNANDA APARECIDA DOS SANTOS ENGENHARIA;;;;;ITATIBA;SP;18431584000115;1145242283;tatiana@aces.com.br;
11267;CORRENG CONSULTORIA & ENGENHARIA LTDA;;;;;ITATIBA;SP;20164135000108;1145249960;societario@jotacontabil.com.br;
11268;ANTONIO ELIAS DE ALMEIDA;;;;;ITATIBA;SP;21024163000184;1145384064;engeliasalmeida@yahoo.com.br;
11269;AVS ENGENHARIA E CONSULTORIA LTDA;;;;;ITATIBA;SP;30579331000199;1197674540;engenharia@avsengenhariaeconsultoria.com;
11270;HJRUGAI ENGENHARIA CIVIL E CONSULTORIA EM SEGURANCA DO TRABALHO LTDA;;;;;ITATIBA;SP;33645427000104;1199152781;sesmtrugai@gmail.com;
11271;MOLISE ENGENHARIA SOCIEDADE SIMPLES LTDA.;;;;;ITATIBA;SP;54135108000110;1145380266;molise.eng@gmail.com;
11272;TEMPO ENGENHARIA AMBIENTAL LTDA;;;;;ITIRAPINA;SP;02383533000125;1129666323;tempoambiental@uol.com.br;
11273;FELBS ENGENHARIA E CONSULTORIA EMPRESARIAL LTDA;;;;;ITU;SP;03516865000101;1144039060;contato@idealitu.com.br;
11274;FLAC CONSULTORIA EM ENGENHARIA MECANICA E SEGURANCA DO TRABALHO LTDA;;;;;ITU;SP;08433431000153;1140221820;dinamicaprocessos@uol.com.br;
11275;MVB ENGENHARIA E PROJETOS ESTRUTURAIS LTDA;;;;;ITU;SP;09218971000187;1140226734;emarciom@terra.com.br;
11276;ROGERIO DE MARCHI ENGENHARIA;;;;;ITU;SP;16915178000100;1148132367;dinamica.dinamica@uol.com.br;
11277;R. P. BORTOLETTO SERVICOS DE ENGENHARIA;;;;;ITU;SP;28832829000170;1140255473;almeida.assessoria@gmail.com;
11278;ANTONIO ALVES DA SILVA NETO ENGENHARIA E ADMINISTRACAO;;;;;ITU;SP;29314568000169;1140233393;eng.neto@terra.com.br;
11279;GUITTI ENGENHARIA LTDA;;;;;ITU;SP;30607767000144;1124296004;angel2005ac@hotmail.com;
11280;CESAR ORLANDO HORSCHUTZ DE RESENDE;;;;;ITU;SP;35565655000191;1187199535;eng.crezende@gmail.com;
11281;SIDNEY CIRILLO FREIRE;;;;;ITU;SP;36112181000195;1140193574;lairton@lairtoncontabilidade.com.br;
11282;W.R. MARTANI CONSULTORIA E SERVICOS DE ENGENHARIA LTDA;;;;;ITUPEVA;SP;11686622000131;1998371173;wilson.martani@ig.com.br;
11283;AMBSAFETY SERVICOS DE ENGENHARIA LTDA;;;;;ITUPEVA;SP;22021228000109;1933872854;atendimento@srgcontabil.com;
11284;LPP DA COSTA;;;;;ITUPEVA;SP;22414150000184;1144966443;sofiscojundiai@terra.com.br;
11285;E P GOUVEIA ENGENHARIA ELETRICA;;;;;ITUPEVA;SP;23241183000132;1127092248;advtorres@terra.com.br;
11286;JESSICA MOREIRA ENGENHARIA;;;;;ITUPEVA;SP;30273215000147;1143929730;jsamoreira@hotmail.com;
11287;KENNIO  CANDIDO DA SILVEIRA;;;;;ITUPEVA;SP;32757789000116;1145210046;contato@facilitecontabil.com.br;
11288;KODA SERVICOS DE ENGENHARIA E DESIGN LTDA;;;;;ITUPEVA;SP;35683877000109;1144450605;fjkobayashi71@gmail.com;
11289;SUPERARE SOLUCOES INTEGRADAS DE ENGENHARIA LTDA;;;;;JAGUARIUNA;SP;09303614000117;1938671177;lulacontabil@uol.com.br;
11290;PZO ENGENHARIA E COMERCIO LTDA;;;;;JAGUARIUNA;SP;11154014000186;1938671344;tradicao@tradicaonline.com.br;
11291;VENDRAME CONSULTORIA INDUSTRIAL LTDA;;;;;JAGUARIUNA;SP;23701383000120;1938474444;tradicao@tradicaonline.com.br;
11292;GUILHERME RISNIK ROMEIRO;;;;;JANDIRA;SP;24282465000140;1142061206;guilhermerr26@gmail.com;
11293;MARCUS GONCALVES VESCO;;;;;JANDIRA;SP;36333944000128;1172048317;mgvesco@gmail.com;
11294;FRANKLIN BATISTA DOS SANTOS ENGENHARIA E CONSTRUCAO;;;;;JANDIRA;SP;36588153000149;1147329813;franklin.santos20@gmail.com;
11295;DOUGLAS CONSULTORIA PROJETOS ENGENHARIA SOCIEDADE LTDA;;;;;JARINU;SP;11419013000116;1140172117;douglas@douglas-energy.com.br;
11296;GUIMARAES ARQUITETURA E ENGENHARIA LTDA;;;;;JARINU;SP;19955701000102;1140160220;cadastro@pradomara.com.br;
11297;DIAS FONSECA ENGENHARIA E CONSTRUCAO LTDA.;;;;;JARINU;SP;27390873000104;1140164141;engenharia@diasfonseca.com.br;
11298;WALTER RODRIGUES ENGENHARIA E ASSESSORIA LTDA;;;;;JUNDIAI;SP;02356784000110;1145871977;walt@terra.com.br;
11299;BORTOLATO ENGENHARIA S/S LTDA;;;;;JUNDIAI;SP;02644780000138;1145236233;oalianca@terra.com.br;
11300;TOTALGAS INSTALACOES DE GASES LTDA;;;;;JUNDIAI;SP;04491961000105;1145273838;legalizacao@speedcontabil.com.br;
11301;A. CAMARGO CONSULTORIA LTDA.;;;;;JUNDIAI;SP;04771740000182;1122043683;aline.repart@terra.com.br;
11302;PIMA PROJETOS LTDA;;;;;JUNDIAI;SP;06247869000111;1199744075;pierolor@yahoo.com.br;
11303;VIPER CONSULTORIA EM ENGENHARIA LTDA;;;;;JUNDIAI;SP;07023698000100;1199213654;alex.garcia@babyroger.com.br;
11304;A K NOTOMI SERVICOS DE ENGENHARIA LTDA;;;;;JUNDIAI;SP;08287574000102;1145811049;asserc1@itelefonica.com.br;
11305;SOL - CONSULTORIA E PROJETOS AMBIENTAIS S/S LTDA;;;;;JUNDIAI;SP;10452099000116;1145219266;sabrina@solconsultoria.com.br;
11306;MHS GESTAO DE PROJETOS LTDA;;;;;JUNDIAI;SP;12427078000176;1133793494;operacional@contacty.com.br;
11307;MSB ENGENHARIA LTDA;;;;;JUNDIAI;SP;12911357000100;1145211733;legalizacao@buzaneli.com.br;
11308;SIDNEI ROBERTO DE PAULA E SILVA;;;;;JUNDIAI;SP;13424713000124;1145878666;escritorio.yramesor@gmail.com;
11309;STRUCTURE ENGENHARIA LTDA.;;;;;JUNDIAI;SP;14908281000190;1146076509;jundxan@gmail.com;
11310;KLEBER BARADEL ENGENHARIA;;;;;JUNDIAI;SP;15758036000106;1148073970;legalizacao@efecontabilidade.com.br;
11311;J. CASTILHO CONSULTORIA  E ASSESSORIA LTDA.;;;;;JUNDIAI;SP;17215174000174;1497682202;castilho@embrasilimpressora.com.br;
11312;MATUO & MATUO PERICIA E CONSULTORIA DE VEICULOS LTDA;;;;;JUNDIAI;SP;20597421000159;1145274040;contato@escritoriospjundiai.com.br;
11313;DPJ ENGENHARIA E CONSULTORIA  LTDA;;;;;JUNDIAI;SP;22456526000113;1173088701;danielpicchi@uol.com.br;
11314;MIRELA DAGNONI SERVICOS DE ENGENHARIA;;;;;JUNDIAI;SP;22880064000167;1193381693;mireladagnoni@gmail.com;
11315;HAWKS ENGENHARIA LTDA;;;;;JUNDIAI;SP;24843150000125;1133955768;hawks@hawksengeharia.com.br;
11316;ANDRE LUIZ DUTRA FERREIRA DOS REIS;;;;;JUNDIAI;SP;25968608000135;1981981008;reiscjfr@uol.com.br;
11317;E C MACEDO CONSTRUCAO E REFORMA;;;;;JUNDIAI;SP;26181361000175;1133957527;ellen.macedo11@yahoo.com.br;
11318;CER - SERVICOS DE CONSULTORIA E ENGENHARIA LTDA.;;;;;JUNDIAI;SP;26474084000199;1199669595;rafael.melato@terra.com.br;
11319;RONILSON CARDEANO LOUREIRO;;;;;JUNDIAI;SP;26799608000111;1133957981;excellenciacontabilidade@uol.com.br;
11320;DARLON DEO CASTRO REZENDE;;;;;JUNDIAI;SP;27390762000106;1197700205;escritorio@pasqualino.com.br;
11321;V F ELETRICA SUPERVISAO DE MONTAGENS LTDA;;;;;JUNDIAI;SP;28031297000171;1145259469;alves664@hotmail.com;
11322;CLD NEVES FILHO;;;;;JUNDIAI;SP;28643635000126;1192910981;claudiodubeux@gmail.com;
11323;PROVIAN ENGENHARIA S/S LTDA;;;;;JUNDIAI;SP;29621861000179;1145877125;inacio-viana@uol.com.br;
11324;RUNABILITY ASSESSORIA EM ENGENHARIA E SERVICOS LTDA;;;;;JUNDIAI;SP;30131127000100;1182160701;chicofumagalli@gmail.com;
11325;BETIOL ENGENHARIA LTDA;;;;;JUNDIAI;SP;30153789000181;1144140200;contati@contati.com.br;
11326;JR RODRIGUES DA MOTTA;;;;;JUNDIAI;SP;30248692000152;1197055541;jrrmeng@gmail.com;
11327;GARPROJ ENGENHARIA S/S LTDA;;;;;JUNDIAI;SP;30249295000103;1145877125;severino.garrido@yahoo.com.br;
11328;CRR ENGENHARIA, PERICIAS E AVALIACOES LTDA;;;;;JUNDIAI;SP;32380932000101;1145867391;contato@cesarrivelli.com.br;
11329;CONFIDERE ENGENHARIA ASSOCIADA LTDA;;;;;JUNDIAI;SP;33150128000190;1199324950;cleversoncorrea@yahoo.com.br;
11330;JL SOLUCOES EM ENGENHARIA LTDA;;;;;JUNDIAI;SP;33510513000100;1174513263;jl.engcivil@outlook.com;
11331;E. P. RODRIGUES ENGENHARIA E CONSTRUCAO;;;;;JUNDIAI;SP;33563126000123;1148093057;daniel@aleixocontabilidade.com.br;
11332;CAMPOS OLIVIO ENGENHARIA LTDA;;;;;JUNDIAI;SP;33632419000115;1145224493;rafael@capolavorocontabil.com.br;
11333;MITS ENGENHARIA E SOLUCOES LTDA;;;;;JUNDIAI;SP;33849320000170;1170902902;flavio.amsantos@yahoo.com.br;
11334;J. C. DOS SANTOS ENGENHARIA & SOLUCOES;;;;;JUNDIAI;SP;33882162000150;1145273838;legalizacao@speedcontabil.com.br;
11335;LEANDRO NUNES SIMAO ENGENHARIA;;;;;JUNDIAI;SP;34132165000139;1144315509;eng.leandro@maxiweb.com.br;
11336;NELSON DE ASSIS CANDIDO PINTO;;;;;JUNDIAI;SP;34392997000194;1190106203;nassiscp@outlook.com;
11337;SENECA 2P ENGENHARIA E ADMINISTRACAO LTDA;;;;;JUNDIAI;SP;34728223000191;1145031839;gennaro@liriaengenharia.com.br;
11338;BRUNA PERANDINI GARCIA ENGENHARIA;;;;;JUNDIAI;SP;34774894000199;1120618566;comercial@rcscontabil.com.br;
11339;ARR ENGENHARIA LTDA;;;;;JUNDIAI;SP;34943404000130;2136873858;iltonarrudajunior@gmail.com;
11340;CAPITALIZAR ENGENHARIA LTDA;;;;;JUNDIAI;SP;34955325000140;1192505613;capitalizar@capitalizarengenharia.com.br;
11341;FURIA SERVICOS DE ENGENHARIA LTDA;;;;;JUNDIAI;SP;35060905000131;1166496788;rfurias@gmail.com;
11342;GABRIEL SITTA SERVICOS DE ENGENHARIA;;;;;JUNDIAI;SP;35384322000166;1155627373;gabriel_sitta@hotmail.com;
11343;OLIVEIRA & PALATA ENGENHARIA LTDA;;;;;JUNDIAI;SP;35625278000139;1199420088;lucas_palata@hotmail.com;
11344;W. CAVALARI ENGENHARIA;;;;;JUNDIAI;SP;36281370000191;1145868000;legalizacao@efecontabilidade.com.br;
11345;V. C. OLIVEIRA ENGENHARIA CIVIL;;;;;JUNDIAI;SP;37257945000101;1148091911;rotellicontabilidade@gmail.com;
11346;CHAIN ENGENHARIA E PROJETOS LTDA;;;;;JUNDIAI;SP;67392613000192;1171316066;giselechain@uol.com.br;
11347;E R ENGENHARIA ELETRICA LTDA;;;;;LIMEIRA;SP;10634458000156;1934524926;orgcontabilsid@yahoo.com.br;
11348;ELTON D.F. DE OLIVEIRA;;;;;LIMEIRA;SP;19961345000130;1934420060;metodum@terra.com.br;
11349;JULIANO SEGATTI CONSULTORIA AMBIENTAL;;;;;LIMEIRA;SP;24064130000156;1981795059;juliano.segatti@hotmail.com;
11350;DELGEN PROJETOS INDUSTRIAIS LTDA;;;;;LIMEIRA;SP;27355216000126;1930110099;wgermino@gmail.com;
11351;LUCIANA RAGASSO;;;;;LIMEIRA;SP;27650710000113;1974034543;e-luragasso@hotmail.com;
11352;P. L. ENGENHARIA LTDA;;;;;LIMEIRA;SP;27999923000155;1997271009;andersonfrey@gmail.com;
11353;MARCOS URBANI ENGENHARIA;;;;;LIMEIRA;SP;31232746000154;1937045006;patricialeite.jl@gmail.com;
11354;ALEXANDRE AUGUSTO BITTENCOURT;;;;;LIMEIRA;SP;32616874000164;1997203063;bittencourt1974@gmail.com;
11355;ALEXANDRE JACON CORTEZ;;;;;LIMEIRA;SP;34588800000197;1997818573;ajccortez@gmail.com;
11356;A S LEVY ENGENHARIA E CONSTRUCOES LTDA;;;;;LIMEIRA;SP;36957438000100;1981848484;asl@engep.com.br;
11357;PROJETO ENGENHARIA ELETRICA LTDA;;;;;LIMEIRA;SP;56974827000150;1934423651;mayercontabilidade@hotmail.com;
11358;FERNANDO MARQUES DE SOUZA ENGENHARIA;;;;;LOUVEIRA;SP;25021156000180;1938781890;fernando@fms.eng.br;
